,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost
3,0.847475703125,0.7995053803066038,169499,2574.0,30501.0,0.8367263321057984,200,0,12,0.9433962264150944,276.5330188679245,0.19339622641509435,335.7003367003367,200,11,naive,rnr,1,120
4,0.856290359375,0.7511318941885965,171263,2272.0,28737.0,0.8466965274481886,200,0,28,0.8771929824561403,190.2719298245614,0.12719298245614036,304.3435114503817,200,11,naive,rnr,1,120
5,0.8565086875,0.6770819664031621,171307,4869.0,28693.0,0.8361782407294417,200,0,53,0.7905138339920948,211.32411067193675,0.1383399209486166,297.06259314456037,200,11,naive,rnr,1,120
6,0.8419099375,0.7550761771300448,168395,2926.0,31605.0,0.829834520958379,200,0,23,0.8968609865470852,179.08520179372198,0.11210762331838565,298.85007496251876,200,11,naive,rnr,1,120
7,0.8529564375,0.8162262559808613,170596,1399.0,29404.0,0.8470548513150512,200,0,9,0.9569377990430622,217.755980861244,0.14832535885167464,324.7328990228013,200,11,naive,rnr,1,120
8,0.88268634375,0.8288134683098591,176544,957.0,23456.0,0.8785162995068597,200,0,13,0.9389671361502347,203.83098591549296,0.14084507042253522,326.8688524590164,200,11,naive,rnr,1,120
9,0.8444413125,0.7440011563876652,168892,3040.0,31108.0,0.8318163908589441,200,0,27,0.8810572687224669,183.71806167400882,0.10572687224669604,272.972602739726,200,11,naive,rnr,1,120
0,0.8220652187499999,0.82206521875,164414,0.0,35586.0,0.82207,200,0,0,1.0,252.34,0.18,288.4356005788712,200,11,naive,rnr,1,200
1,0.85354325,0.85354325,170713,0.0,29287.0,0.853565,200,0,0,1.0,195.365,0.13,277.1641168289291,200,11,naive,rnr,1,200
2,0.84635359375,0.84635359375,169282,0.0,30718.0,0.84641,200,0,0,1.0,249.675,0.16,299.3003003003003,200,11,naive,rnr,1,200
3,0.831664609375,0.831664609375,166339,0.0,33661.0,0.831695,200,0,0,1.0,237.265,0.175,301.571860816944,200,11,naive,rnr,1,200
4,0.84704584375,0.84704584375,169416,0.0,30584.0,0.84708,200,0,0,1.0,198.01,0.15,277.9400278940028,200,11,naive,rnr,1,200
5,0.8451761875,0.8451761875,169042,0.0,30958.0,0.84521,200,0,0,1.0,233.225,0.19,281.88543140028287,200,11,naive,rnr,1,200
6,0.81979246875,0.81979246875,163972,0.0,36028.0,0.81986,200,0,0,1.0,166.105,0.105,273.72527472527474,200,11,naive,rnr,1,200
7,0.8380114375000001,0.8380114375,167607,0.0,32393.0,0.838035,200,0,0,1.0,184.36,0.12,295.7359050445104,200,11,naive,rnr,1,200
8,0.86051634375,0.86051634375,172110,0.0,27890.0,0.86055,200,0,0,1.0,184.13,0.125,305.2787136294028,200,11,naive,rnr,1,200
9,0.8418135,0.8418135,168365,0.0,31635.0,0.841825,200,0,0,1.0,177.24,0.115,258.0673575129534,200,11,naive,rnr,1,200
0,0.8745861953125,0.8745861953125,174927,0.0,25073.0,0.874635,200,0,0,1.0,321.375,0.265,337.9830508474576,200,7,naive,rnr,1,200
1,0.872800703125,0.872800703125,174564,0.0,25436.0,0.87282,200,0,0,1.0,344.245,0.26,358.71223021582733,200,7,naive,rnr,1,200
2,0.8551154375,0.8551154375,171033,0.0,28967.0,0.855165,200,0,0,1.0,315.395,0.275,343.82758620689657,200,7,naive,rnr,1,200
3,0.9093863125,0.9093863125,181890,0.0,18110.0,0.90945,200,0,0,1.0,330.1,0.28,374.234521575985,200,7,naive,rnr,1,200
4,0.863460515625,0.863460515625,172696,0.0,27304.0,0.86348,200,0,0,1.0,314.425,0.26,340.88034188034186,200,7,naive,rnr,1,200
5,0.86339240625,0.86339240625,172681,0.0,27319.0,0.863405,200,0,0,1.0,299.335,0.255,338.5585738539898,200,7,naive,rnr,1,200
6,0.8906442265625,0.8906442265625,178132,0.0,21868.0,0.89066,200,0,0,1.0,292.37,0.235,337.9830508474576,200,7,naive,rnr,1,200
7,0.87682390625,0.87682390625,175380,0.0,24620.0,0.8769,200,0,0,1.0,258.655,0.205,309.07751937984494,200,7,naive,rnr,1,200
8,0.829749515625,0.829749515625,165954,0.0,34046.0,0.82977,200,0,0,1.0,262.795,0.18,293.9852507374631,200,7,naive,rnr,1,200
9,0.8775429453125,0.8775429453125,175526,0.0,24474.0,0.87763,200,0,0,1.0,292.015,0.235,334.5704697986577,200,7,naive,rnr,1,200
0,0.8861195,0.8861195,177236,0.0,22764.0,0.88618,200,0,0,1.0,516.78,0.43,518.4805194805194,200,3,naive,rnr,1,80
1,0.9127544765625,0.9127544765625,182555,0.0,17445.0,0.912775,200,0,0,1.0,545.18,0.465,532.3333333333334,200,3,naive,rnr,1,80
2,0.898905625,0.898905625,179798,0.0,20202.0,0.89899,200,0,0,1.0,522.335,0.46,472.93364928909955,200,3,naive,rnr,1,80
3,0.927865078125,0.927865078125,185596,0.0,14404.0,0.92798,200,0,0,1.0,548.165,0.475,530.9148936170212,200,3,naive,rnr,1,80
4,0.89727603125,0.89727603125,179468,0.0,20532.0,0.89734,200,0,0,1.0,542.685,0.465,518.4805194805194,200,3,naive,rnr,1,80
5,0.933534765625,0.933534765625,186721,0.0,13279.0,0.933605,200,0,0,1.0,587.175,0.53,551.4861878453039,200,3,naive,rnr,1,80
6,0.930113921875,0.930113921875,186053,0.0,13947.0,0.930265,200,0,0,1.0,599.655,0.54,590.7159763313609,200,3,naive,rnr,1,80
7,0.91480915625,0.91480915625,183012,0.0,16988.0,0.91506,200,0,0,1.0,516.09,0.45,532.3333333333334,200,3,naive,rnr,1,80
8,0.923418828125,0.923418828125,184701,0.0,15299.0,0.923505,200,0,0,1.0,516.005,0.465,484.43689320388347,200,3,naive,rnr,1,80
9,0.9225142890625,0.9225142890625,184517,0.0,15483.0,0.922585,200,0,0,1.0,571.915,0.515,528.1005291005291,200,3,naive,rnr,1,80
0,0.9459176328125,0.9459176328125,189232,0.0,10768.0,0.94616,200,0,0,1.0,805.31,0.75,750.8796992481203,200,1,naive,rnr,1,80
1,0.9401681875,0.9401681875,188086,0.0,11914.0,0.94043,200,0,0,1.0,806.24,0.715,723.6376811594203,200,1,naive,rnr,1,80
2,0.9513532109375,0.9513532109375,190300,0.0,9700.0,0.9515,200,0,0,1.0,809.84,0.745,739.7407407407408,200,1,naive,rnr,1,80
3,0.936670140625,0.936670140625,187364,0.0,12636.0,0.93682,200,0,0,1.0,771.18,0.69,703.2253521126761,200,1,naive,rnr,1,80
4,0.94200537109375,0.94200537109375,188429,0.0,11571.0,0.942145,200,0,0,1.0,831.72,0.755,768.2307692307693,200,1,naive,rnr,1,80
5,0.9452470078125,0.9452470078125,189102,0.0,10898.0,0.94551,200,0,0,1.0,773.83,0.695,698.3006993006993,200,1,naive,rnr,1,80
6,0.94876494140625,0.94876494140625,189804,0.0,10196.0,0.94902,200,0,0,1.0,793.465,0.735,726.2727272727273,200,1,naive,rnr,1,80
7,0.9453657421875,0.9453657421875,189124,0.0,10876.0,0.94562,200,0,0,1.0,856.245,0.77,786.4015748031496,200,1,naive,rnr,1,80
8,0.9627588828125,0.9627588828125,192572,0.0,7428.0,0.96286,200,0,0,1.0,825.765,0.775,745.2686567164179,200,1,naive,rnr,1,80
9,0.947387515625,0.947387515625,189513,0.0,10487.0,0.947565,200,0,0,1.0,762.17,0.695,688.6551724137931,200,1,naive,rnr,1,80
0,0.8559450937499999,0.85594509375,171190,0.0,28810.0,0.85595,200,0,0,1.0,189.92,0.135,285.5329512893983,200,9,naive,rnr,1,200
1,0.863085,0.863085,172617,0.0,27383.0,0.863085,200,0,0,1.0,250.895,0.195,302.951367781155,200,9,naive,rnr,1,200
2,0.81763615625,0.81763615625,163533,0.0,36467.0,0.817665,200,0,0,1.0,197.72,0.155,270.37042062415196,200,9,naive,rnr,1,200
3,0.87079896875,0.87079896875,174172,0.0,25828.0,0.87086,200,0,0,1.0,285.215,0.225,343.2340791738382,200,9,naive,rnr,1,200
4,0.8335374531249999,0.833537453125,166715,0.0,33285.0,0.833575,200,0,0,1.0,259.115,0.2,303.41400304414003,200,9,naive,rnr,1,200
5,0.8746304765625,0.8746304765625,174934,0.0,25066.0,0.87467,200,0,0,1.0,236.735,0.2,306.21966205837174,200,9,naive,rnr,1,200
6,0.86328290625,0.86328290625,172662,0.0,27338.0,0.86331,200,0,0,1.0,237.095,0.19,320.54340836012864,200,9,naive,rnr,1,200
7,0.8113213125000001,0.8113213125,162274,0.0,37726.0,0.81137,200,0,0,1.0,159.445,0.11,242.605359317905,200,9,naive,rnr,1,200
8,0.832317328125,0.832317328125,166469,0.0,33531.0,0.832345,200,0,0,1.0,252.545,0.195,281.08744710860367,200,9,naive,rnr,1,200
9,0.844675796875,0.844675796875,168944,0.0,31056.0,0.84472,200,0,0,1.0,231.275,0.165,307.1664098613251,200,9,naive,rnr,1,200
0,0.8745861953125,0.8745861953125,174927,0.0,25073.0,0.874635,200,0,0,1.0,321.375,0.265,337.9830508474576,200,7,naive,rnr,1,120
1,0.872815703125,0.872815703125,174567,0.0,25433.0,0.872835,200,0,0,1.0,344.42,0.26,362.6363636363636,200,7,naive,rnr,1,120
2,0.8551254375,0.8551254375,171035,0.0,28965.0,0.855175,200,0,0,1.0,315.26,0.275,342.64261168384877,200,7,naive,rnr,1,120
3,0.9093863125,0.9093863125,181890,0.0,18110.0,0.90945,200,0,0,1.0,330.05,0.28,374.234521575985,200,7,naive,rnr,1,120
4,0.863460515625,0.863460515625,172696,0.0,27304.0,0.86348,200,0,0,1.0,314.425,0.26,340.88034188034186,200,7,naive,rnr,1,120
5,0.86339240625,0.86339240625,172681,0.0,27319.0,0.863405,200,0,0,1.0,299.335,0.255,338.5585738539898,200,7,naive,rnr,1,120
6,0.8917442265625,0.8917442265625,178352,0.0,21648.0,0.89176,200,0,0,1.0,296.71,0.24,340.29692832764505,200,7,naive,rnr,1,120
7,0.87683390625,0.87683390625,175382,0.0,24618.0,0.87691,200,0,0,1.0,258.655,0.205,311.01248049922,200,7,naive,rnr,1,120
8,0.833702859375,0.833702859375,166747,0.0,33253.0,0.833735,200,0,0,1.0,260.95,0.18,294.4209748892171,200,7,naive,rnr,1,120
9,0.8785279453125,0.8785279453125,175723,0.0,24277.0,0.878615,200,0,0,1.0,294.255,0.235,335.1344537815126,200,7,naive,rnr,1,120
0,0.8994636953125,0.8994636953125,179917,0.0,20083.0,0.899585,200,0,0,1.0,427.915,0.35,438.56043956043953,200,5,naive,rnr,1,120
1,0.901118,0.901118,180258,0.0,19742.0,0.90129,200,0,0,1.0,373.45,0.33,375.6478342749529,200,5,naive,rnr,1,120
2,0.888202640625,0.888202640625,177649,0.0,22351.0,0.888245,200,0,0,1.0,349.67,0.285,412.22314049586777,200,5,naive,rnr,1,120
3,0.8831145234375,0.8831145234375,176653,0.0,23347.0,0.883265,200,0,0,1.0,417.835,0.365,420.05263157894734,200,5,naive,rnr,1,120
4,0.894100140625,0.894100140625,178829,0.0,21171.0,0.894145,200,0,0,1.0,390.0,0.32,420.05263157894734,200,5,naive,rnr,1,120
5,0.8443704375,0.8443704375,168886,0.0,31114.0,0.84443,200,0,0,1.0,336.195,0.24,398.2015968063872,200,5,naive,rnr,1,120
6,0.9109520625,0.9109520625,182200,0.0,17800.0,0.911,200,0,0,1.0,358.115,0.32,420.9409282700422,200,5,naive,rnr,1,120
7,0.8998114140625,0.8998114140625,179970,0.0,20030.0,0.89985,200,0,0,1.0,352.56,0.295,385.1003861003861,200,5,naive,rnr,1,120
8,0.899328890625,0.899328890625,179876,0.0,20124.0,0.89938,200,0,0,1.0,356.625,0.3,393.47731755424064,200,5,naive,rnr,1,120
9,0.876632796875,0.876632796875,175328,0.0,24672.0,0.87664,200,0,0,1.0,370.905,0.31,360.01083032490976,200,5,naive,rnr,1,120
0,0.86203509375,0.86203509375,172408,0.0,27592.0,0.86204,200,0,0,1.0,216.64,0.16,299.3003003003003,200,9,naive,rnr,1,120
1,0.870835,0.870835,174167,0.0,25833.0,0.870835,200,0,0,1.0,240.82,0.19,310.04199066874025,200,9,naive,rnr,1,120
2,0.8245876875,0.8245876875,164920,0.0,35080.0,0.8246,200,0,0,1.0,210.22,0.165,286.35632183908046,200,9,naive,rnr,1,120
3,0.8748291328125,0.8748291328125,174979,0.0,25021.0,0.874895,200,0,0,1.0,280.53,0.22,352.98230088495575,200,9,naive,rnr,1,120
4,0.841897453125,0.841897453125,168387,0.0,31613.0,0.841935,200,0,0,1.0,261.4,0.205,316.46031746031747,200,9,naive,rnr,1,120
5,0.8813955,0.8813955,176288,0.0,23712.0,0.88144,200,0,0,1.0,240.98,0.21,317.47133757961785,200,9,naive,rnr,1,120
6,0.86517790625,0.86517790625,173041,0.0,26959.0,0.865205,200,0,0,1.0,238.435,0.19,327.4072249589491,200,9,naive,rnr,1,120
7,0.82834821875,0.82834821875,165683,0.0,34317.0,0.828415,200,0,0,1.0,173.43,0.125,257.06451612903226,200,9,naive,rnr,1,120
8,0.837712328125,0.837712328125,167548,0.0,32452.0,0.83774,200,0,0,1.0,261.33,0.205,296.1768202080238,200,9,naive,rnr,1,120
9,0.85911703125,0.85911703125,171829,0.0,28171.0,0.859145,200,0,0,1.0,247.18,0.185,318.4888178913738,200,9,naive,rnr,1,120
0,0.8995786953125,0.8995786953125,179940,0.0,20060.0,0.8997,200,0,0,1.0,431.825,0.35,442.4589800443459,200,5,naive,rnr,1,80
1,0.90280525,0.90280525,180592,0.0,19408.0,0.90296,200,0,0,1.0,374.915,0.33,377.7878787878788,200,5,naive,rnr,1,80
2,0.888402640625,0.888402640625,177689,0.0,22311.0,0.888445,200,0,0,1.0,359.42,0.295,417.41004184100416,200,5,naive,rnr,1,80
3,0.8831145234375,0.8831145234375,176653,0.0,23347.0,0.883265,200,0,0,1.0,417.835,0.365,420.05263157894734,200,5,naive,rnr,1,80
4,0.894165140625,0.894165140625,178842,0.0,21158.0,0.89421,200,0,0,1.0,394.93,0.325,421.8329809725159,200,5,naive,rnr,1,80
5,0.8459854375,0.8459854375,169209,0.0,30791.0,0.846045,200,0,0,1.0,342.605,0.25,403.04040404040404,200,5,naive,rnr,1,80
6,0.9113120625,0.9113120625,182272,0.0,17728.0,0.91136,200,0,0,1.0,363.105,0.325,424.531914893617,200,5,naive,rnr,1,80
7,0.8998014140625,0.8998014140625,179968,0.0,20032.0,0.89984,200,0,0,1.0,352.57,0.295,388.10505836575874,200,5,naive,rnr,1,80
8,0.901993890625,0.901993890625,180409,0.0,19591.0,0.902045,200,0,0,1.0,356.63,0.3,397.40637450199205,200,5,naive,rnr,1,80
9,0.876632796875,0.876632796875,175328,0.0,24672.0,0.87664,200,0,0,1.0,370.905,0.31,360.01083032490976,200,5,naive,rnr,1,80
0,0.8457688125,0.5564268503289473,169156,8879.0,30844.0,0.8098276992900196,200,0,104,0.6578947368421053,243.6546052631579,0.15460526315789475,296.6190476190476,200,7,naive,rnr,1,80
1,0.85187221875,0.6552863221153846,170379,6719.0,29621.0,0.8242058059491387,200,0,60,0.7692307692307693,304.9846153846154,0.20384615384615384,331.77870216306155,200,7,naive,rnr,1,80
2,0.8532204375,0.49462054347826084,170654,6732.0,29346.0,0.8254842017684731,200,0,145,0.5797101449275363,211.13623188405796,0.15072463768115943,293.5508100147275,200,7,naive,rnr,1,80
3,0.9022513125,0.7276220262096774,180463,3360.0,19537.0,0.8874065696302125,200,0,48,0.8064516129032258,276.241935483871,0.20967741935483872,368.68576709796673,200,7,naive,rnr,1,80
4,0.847530734375,0.5745971080508474,169507,6965.0,30493.0,0.8190128765733337,200,0,95,0.6779661016949152,251.91186440677967,0.17288135593220338,307.1664098613251,200,7,naive,rnr,1,80
5,0.848490421875,0.6017662566489361,169700,6872.0,30300.0,0.820314010595924,200,0,82,0.7092198581560284,246.76241134751774,0.1702127659574468,320.54340836012864,200,7,naive,rnr,1,80
6,0.8712509765625001,0.6942238857071713,174260,7257.0,25740.0,0.8407918671021968,200,0,51,0.796812749003984,271.52988047808765,0.17928286852589642,334.5704697986577,200,7,naive,rnr,1,80
7,0.86136628125,0.5899769049657534,172288,6473.0,27712.0,0.8344335578986114,200,0,92,0.684931506849315,217.2876712328767,0.13356164383561644,293.9852507374631,200,7,naive,rnr,1,80
8,0.838192859375,0.6759619833669355,167645,4728.0,32355.0,0.8188669844867336,200,0,48,0.8064516129032258,237.46370967741936,0.13306451612903225,295.7359050445104,200,7,naive,rnr,1,80
9,0.8651941562500001,0.697737222782258,173049,6288.0,26951.0,0.8388708989374078,200,0,48,0.8064516129032258,269.43548387096774,0.1774193548387097,314.45741324921136,200,7,naive,rnr,1,80
0,0.9459176328125,0.9459176328125,189232,0.0,10768.0,0.94616,200,0,0,1.0,805.31,0.75,750.8796992481203,200,1,naive,rnr,1,120
1,0.9401681875,0.9401681875,188086,0.0,11914.0,0.94043,200,0,0,1.0,806.24,0.715,723.6376811594203,200,1,naive,rnr,1,120
2,0.9513532109375,0.9513532109375,190300,0.0,9700.0,0.9515,200,0,0,1.0,809.84,0.745,739.7407407407408,200,1,naive,rnr,1,120
3,0.936670140625,0.936670140625,187364,0.0,12636.0,0.93682,200,0,0,1.0,771.18,0.69,703.2253521126761,200,1,naive,rnr,1,120
4,0.94200537109375,0.94200537109375,188429,0.0,11571.0,0.942145,200,0,0,1.0,831.72,0.755,768.2307692307693,200,1,naive,rnr,1,120
5,0.9452470078125,0.9452470078125,189102,0.0,10898.0,0.94551,200,0,0,1.0,773.83,0.695,698.3006993006993,200,1,naive,rnr,1,120
6,0.94876494140625,0.94876494140625,189804,0.0,10196.0,0.94902,200,0,0,1.0,793.465,0.735,726.2727272727273,200,1,naive,rnr,1,120
7,0.9453657421875,0.9453657421875,189124,0.0,10876.0,0.94562,200,0,0,1.0,856.245,0.77,786.4015748031496,200,1,naive,rnr,1,120
8,0.9627588828125,0.9627588828125,192572,0.0,7428.0,0.96286,200,0,0,1.0,825.765,0.775,745.2686567164179,200,1,naive,rnr,1,120
9,0.947387515625,0.947387515625,189513,0.0,10487.0,0.947565,200,0,0,1.0,762.17,0.695,688.6551724137931,200,1,naive,rnr,1,120
0,0.9459176328125,0.9459176328125,189232,0.0,10768.0,0.94616,200,0,0,1.0,805.31,0.75,750.8796992481203,200,1,naive,rnr,1,40
1,0.9401681875,0.9401681875,188086,0.0,11914.0,0.94043,200,0,0,1.0,806.24,0.715,723.6376811594203,200,1,naive,rnr,1,40
2,0.9513532109375,0.9513532109375,190300,0.0,9700.0,0.9515,200,0,0,1.0,809.84,0.745,739.7407407407408,200,1,naive,rnr,1,40
3,0.936670140625,0.936670140625,187364,0.0,12636.0,0.93682,200,0,0,1.0,771.18,0.69,703.2253521126761,200,1,naive,rnr,1,40
4,0.94200537109375,0.94200537109375,188429,0.0,11571.0,0.942145,200,0,0,1.0,831.72,0.755,768.2307692307693,200,1,naive,rnr,1,40
5,0.9427670078125,0.9380766246890547,188606,496.0,11394.0,0.9406970712632671,200,0,1,0.9950248756218906,769.9751243781094,0.6865671641791045,695.8641114982578,200,1,naive,rnr,1,40
6,0.94876494140625,0.94876494140625,189804,0.0,10196.0,0.94902,200,0,0,1.0,793.465,0.735,726.2727272727273,200,1,naive,rnr,1,40
7,0.9453657421875,0.9453657421875,189124,0.0,10876.0,0.94562,200,0,0,1.0,856.245,0.77,786.4015748031496,200,1,naive,rnr,1,40
8,0.9627588828125,0.9627588828125,192572,0.0,7428.0,0.96286,200,0,0,1.0,825.765,0.775,745.2686567164179,200,1,naive,rnr,1,40
9,0.947387515625,0.947387515625,189513,0.0,10487.0,0.947565,200,0,0,1.0,762.17,0.695,688.6551724137931,200,1,naive,rnr,1,40
0,0.83762625,0.47190211267605636,167537,11416.0,32463.0,0.7924518484882885,200,0,155,0.5633802816901409,309.4253521126761,0.18591549295774648,359.36036036036035,200,3,naive,rnr,1,40
1,0.86203890625,0.4954246587643678,172418,13726.0,27582.0,0.8067244977213816,200,0,148,0.5747126436781609,325.9166666666667,0.20402298850574713,371.43947858472995,200,3,naive,rnr,1,40
2,0.8442839531249999,0.5647384301839465,168871,12323.0,31129.0,0.795349538203586,200,0,99,0.6688963210702341,350.6220735785953,0.21070234113712374,363.963503649635,200,3,naive,rnr,1,40
3,0.880425,0.42226618705035973,176106,11729.0,23894.0,0.8317519092802592,200,0,217,0.47961630695443647,285.40767386091125,0.19184652278177458,334.5704697986577,200,3,naive,rnr,1,40
4,0.849925234375,0.3889818006292906,169999,13563.0,30001.0,0.7960133543731827,200,0,237,0.4576659038901602,268.83066361556064,0.15789473684210525,320.54340836012864,200,3,naive,rnr,1,40
5,0.88297784375,0.5319143637048193,176609,11398.0,23391.0,0.8354336370258942,200,0,132,0.6024096385542169,368.98192771084337,0.25,399.80160320641284,200,3,naive,rnr,1,40
6,0.86089428125,0.4013493152680653,172207,16748.0,27793.0,0.7945032941480429,200,0,229,0.4662004662004662,301.45920745920745,0.1888111888111888,348.65034965034965,200,3,naive,rnr,1,40
7,0.8757898125,0.5917498733108109,175176,8982.0,24824.0,0.8382348719028433,200,0,96,0.6756756756756757,363.9695945945946,0.23986486486486486,407.9979550102249,200,3,naive,rnr,1,40
8,0.8667323124999999,0.43554387562814073,173369,11628.0,26631.0,0.8192157937512995,200,0,198,0.5025125628140703,265.37688442211055,0.1658291457286432,320.02728731942216,200,3,naive,rnr,1,40
9,0.8564863593750001,0.5053016869469027,171308,14877.0,28692.0,0.7972374893543748,200,0,139,0.5899705014749262,326.2094395280236,0.20943952802359883,361.9764065335753,200,3,naive,rnr,1,40
